Year,Prevalence,Incidence,NumberPositive,NewCasesThisYear,NewCasesThisYearFromOutside,NewCasesThisYearFromAcute,PropHIVPosONART,NAnnual,TotalPopulation,NumberPositiveM,PopulationM,NumberPositiveF,PopulationF,CumulativeNonPopartHIVtests,CumulativePopartHIVtests,CumulativeNonPopartCD4tests,CumulativePopartCD4tests,NHIVTestedThisYear,NOnARTM,NNeedARTM,NOnARTF,NNeedARTF,PropMenCirc,NindInSdPart,NDied_from_HIV,NHIV_pos_dead,N_dead,Prop_riskLow,Prop_riskMed,Prop_riskHigh,Prevalence_riskLow,Prevalence_riskMed,Prevalence_riskHigh,NewCasesThisYear_riskLow,NewCasesThisYear_riskMed,NewCasesThisYear_riskHigh,NDied_from_HIV_riskLow,NDied_from_HIV_riskMed,NDied_from_HIV_riskHigh,NMage13-18,NMage18-23,NMage23-30,NMage30-40,NMage40-50,NMage50-60,NMage60-80,NFage13-18,NFage18-23,NFage23-30,NFage30-40,NFage40-50,NFage50-60,NFage60-80,IncMage13-18,IncMage18-23,IncMage23-30,IncMage30-40,IncMage40-50,IncMage50-60,IncMage60-80,IncFage13-18,IncFage18-23,IncFage23-30,IncFage30-40,IncFage40-50,IncFage50-60,IncFage60-80,NPosMage13-18,NPosMage18-23,NPosMage23-30,NPosMage30-40,NPosMage40-50,NPosMage50-60,NPosMage60-80,NPosFage13-18,NPosFage18-23,NPosFage23-30,NPosFage30-40,NPosFage40-50,NPosFage50-60,NPosFage60-80,
1900,0.000000,0.000000,0,0,0,0,0.000000,0,1038,0,524,0,514,0,0,0,0,0,0,0,0,0,0.0401,0,0,0,19,0.4480,0.4114,0.1407,0.0000,0.0000,0.0000,0,0,0,0,0,0,89,88,92,105,73,38,39,102,79,96,95,66,40,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1901,0.000000,0.000000,0,0,0,0,0.000000,0,1106,0,554,0,552,0,0,0,0,0,0,0,0,0,0.0415,0,0,0,32,0.4412,0.4132,0.1456,0.0000,0.0000,0.0000,0,0,0,0,0,0,107,89,96,110,70,39,43,121,82,100,100,72,42,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1902,0.000000,0.000000,0,0,0,0,0.000000,0,1155,0,581,0,574,0,0,0,0,0,0,0,0,0,0.0413,0,0,0,45,0.4338,0.4173,0.1489,0.0000,0.0000,0.0000,0,0,0,0,0,0,125,83,99,115,74,41,44,130,89,97,108,69,45,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1903,0.000000,0.000000,0,0,0,0,0.000000,0,1199,0,591,0,608,0,0,0,0,0,0,0,0,0,0.0440,0,0,0,68,0.4395,0.4162,0.1443,0.0000,0.0000,0.0000,0,0,0,0,0,0,130,87,102,117,72,46,37,151,92,92,116,70,48,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1904,0.000000,0.000000,0,0,0,0,0.000000,0,1258,0,622,0,636,0,0,0,0,0,0,0,0,0,0.0434,0,0,0,83,0.4396,0.4118,0.1486,0.0000,0.0000,0.0000,0,0,0,0,0,0,133,108,107,116,71,48,39,145,116,99,115,74,47,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1905,0.000000,0.000000,0,0,0,0,0.000000,0,1314,0,657,0,657,0,0,0,0,0,0,0,0,0,0.0426,0,0,0,107,0.4429,0.4110,0.1461,0.0000,0.0000,0.0000,0,0,0,0,0,0,144,122,113,113,81,48,36,136,141,104,113,78,43,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1906,0.000000,0.000000,0,0,0,0,0.000000,0,1374,0,685,0,689,0,0,0,0,0,0,0,0,0,0.0438,0,0,0,125,0.4432,0.4098,0.1470,0.0000,0.0000,0.0000,0,0,0,0,0,0,149,136,113,122,76,50,39,146,147,111,112,85,45,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1907,0.000000,0.000000,0,0,0,0,0.000000,0,1435,0,714,0,721,0,0,0,0,0,0,0,0,0,0.0434,0,0,0,142,0.4495,0.4056,0.1449,0.0000,0.0000,0.0000,0,0,0,0,0,0,162,148,114,122,80,52,36,144,166,115,118,84,47,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1908,0.000000,0.000000,0,0,0,0,0.000000,0,1513,0,750,0,763,0,0,0,0,0,0,0,0,0,0.0440,0,0,0,159,0.4521,0.4038,0.1441,0.0000,0.0000,0.0000,0,0,0,0,0,0,170,165,116,126,84,56,33,159,182,116,128,83,48,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1909,0.000000,0.000000,0,0,0,0,0.000000,0,1587,0,775,0,812,0,0,0,0,0,0,0,0,0,0.0465,0,0,0,180,0.4461,0.4108,0.1430,0.0000,0.0000,0.0000,0,0,0,0,0,0,162,177,130,132,87,51,36,182,173,145,125,85,57,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1910,0.000000,0.000000,0,0,0,0,0.000000,0,1662,0,809,0,853,0,0,0,0,0,0,0,0,0,0.0482,0,0,0,199,0.4477,0.4116,0.1408,0.0000,0.0000,0.0000,0,0,0,0,0,0,164,179,152,129,92,56,37,193,170,172,126,85,56,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1911,0.000000,0.000000,0,0,0,0,0.000000,0,1708,0,840,0,868,0,0,0,0,0,0,0,0,0,0.0488,0,0,0,222,0.4485,0.4110,0.1405,0.0000,0.0000,0.0000,0,0,0,0,0,0,162,185,170,130,96,53,44,186,181,180,126,88,59,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1912,0.000000,0.000000,0,0,0,0,0.000000,0,1766,0,869,0,897,0,0,0,0,0,0,0,0,0,0.0506,0,0,0,242,0.4473,0.4156,0.1370,0.0000,0.0000,0.0000,0,0,0,0,0,0,154,203,175,135,100,57,45,176,188,203,126,96,56,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1913,0.000000,0.000000,0,0,0,0,0.000000,0,1820,0,893,0,927,0,0,0,0,0,0,0,0,0,0.0526,0,0,0,268,0.4462,0.4176,0.1363,0.0000,0.0000,0.0000,0,0,0,0,0,0,154,205,192,139,102,55,46,163,207,211,131,102,57,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1914,0.000000,0.000000,0,0,0,0,0.000000,0,1861,0,919,0,942,0,0,0,0,0,0,0,0,0,0.0511,0,0,0,286,0.4449,0.4164,0.1386,0.0000,0.0000,0.0000,0,0,0,0,0,0,146,199,219,147,100,57,51,137,227,222,136,99,62,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1915,0.000000,0.000000,0,0,0,0,0.000000,0,1902,0,939,0,963,0,0,0,0,0,0,0,0,0,0.0501,0,0,0,310,0.4416,0.4211,0.1372,0.0000,0.0000,0.0000,0,0,0,0,0,0,141,196,235,151,99,63,54,139,218,242,142,98,67,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1916,0.000000,0.000000,0,0,0,0,0.000000,0,1924,0,956,0,968,0,0,0,0,0,0,0,0,0,0.0502,0,0,0,333,0.4361,0.4262,0.1377,0.0000,0.0000,0.0000,0,0,0,0,0,0,130,195,237,164,109,62,59,116,219,239,167,97,70,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1917,0.000000,0.000000,0,0,0,0,0.000000,0,1954,0,964,0,990,0,0,0,0,0,0,0,0,0,0.0508,0,0,0,354,0.4376,0.4258,0.1366,0.0000,0.0000,0.0000,0,0,0,0,0,0,109,191,244,187,112,62,59,110,214,243,193,99,69,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1918,0.000000,0.000000,0,0,0,0,0.000000,0,1995,0,994,0,1001,0,0,0,0,0,0,0,0,0,0.0503,0,0,0,381,0.4421,0.4231,0.1348,0.0000,0.0000,0.0000,0,0,0,0,0,0,116,185,251,202,118,64,58,110,186,269,204,107,68,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1919,0.000000,0.000000,0,0,0,0,0.000000,0,2041,0,1019,0,1022,0,0,0,0,0,0,0,0,0,0.0510,0,0,0,401,0.4385,0.4253,0.1362,0.0000,0.0000,0.0000,0,0,0,0,0,0,120,178,266,206,124,71,54,106,167,281,228,106,74,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1920,0.000000,0.000000,0,0,0,0,0.000000,0,2098,0,1043,0,1055,0,0,0,0,0,0,0,0,0,0.0508,0,0,0,421,0.4385,0.4237,0.1378,0.0000,0.0000,0.0000,0,0,0,0,0,0,130,168,267,222,123,76,57,130,152,279,243,111,74,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1921,0.000000,0.000000,0,0,0,0,0.000000,0,2162,0,1075,0,1087,0,0,0,0,0,0,0,0,0,0.0521,0,0,0,445,0.4389,0.4223,0.1388,0.0000,0.0000,0.0000,0,0,0,0,0,0,156,147,261,253,120,80,58,143,145,284,258,115,74,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1922,0.000000,0.000000,0,0,0,0,0.000000,0,2236,0,1118,0,1118,0,0,0,0,0,0,0,0,0,0.0537,0,0,0,468,0.4365,0.4253,0.1382,0.0000,0.0000,0.0000,0,0,0,0,0,0,169,148,262,268,124,84,63,155,135,286,275,117,82,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1923,0.000000,0.000000,0,0,0,0,0.000000,0,2291,0,1147,0,1144,0,0,0,0,0,0,0,0,0,0.0532,0,0,0,509,0.4365,0.4256,0.1379,0.0000,0.0000,0.0000,0,0,0,0,0,0,179,152,260,278,131,86,61,175,135,275,284,121,82,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1924,0.000000,0.000000,0,0,0,0,0.000000,0,2362,0,1185,0,1177,0,0,0,0,0,0,0,0,0,0.0523,0,0,0,531,0.4340,0.4280,0.1380,0.0000,0.0000,0.0000,0,0,0,0,0,0,189,154,249,307,136,86,64,180,141,261,313,123,82,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1925,0.000000,0.000000,0,0,0,0,0.000000,0,2421,0,1213,0,1208,0,0,0,0,0,0,0,0,0,0.0503,0,0,0,565,0.4349,0.4254,0.1396,0.0000,0.0000,0.0000,0,0,0,0,0,0,194,169,238,321,137,87,67,177,167,225,346,127,84,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1926,0.000000,0.000000,0,0,0,0,0.000000,0,2491,0,1237,0,1254,0,0,0,0,0,0,0,0,0,0.0493,0,0,0,603,0.4348,0.4251,0.1401,0.0000,0.0000,0.0000,0,0,0,0,0,0,183,202,215,328,150,91,68,199,178,206,355,151,79,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1927,0.000000,0.000000,0,0,0,0,0.000000,0,2564,0,1268,0,1296,0,0,0,0,0,0,0,0,0,0.0497,0,0,0,636,0.4372,0.4232,0.1396,0.0000,0.0000,0.0000,0,0,0,0,0,0,190,202,218,330,168,92,68,207,195,204,344,180,82,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1928,0.000000,0.000000,0,0,0,0,0.000000,0,2652,0,1310,0,1342,0,0,0,0,0,0,0,0,0,0.0519,0,0,0,672,0.4363,0.4231,0.1406,0.0000,0.0000,0.0000,0,0,0,0,0,0,202,218,214,331,180,99,66,225,213,190,353,188,90,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1929,0.000000,0.000000,0,0,0,0,0.000000,0,2736,0,1357,0,1379,0,0,0,0,0,0,0,0,0,0.0531,0,0,0,710,0.4335,0.4251,0.1414,0.0000,0.0000,0.0000,0,0,0,0,0,0,214,233,211,345,181,103,70,240,215,188,355,209,86,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1930,0.000000,0.000000,0,0,0,0,0.000000,0,2798,0,1384,0,1414,0,0,0,0,0,0,0,0,0,0.0527,0,0,0,745,0.4346,0.4249,0.1405,0.0000,0.0000,0.0000,0,0,0,0,0,0,215,229,223,343,197,103,74,231,238,201,354,220,88,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1931,0.000000,0.000000,0,0,0,0,0.000000,0,2870,0,1420,0,1450,0,0,0,0,0,0,0,0,0,0.0535,0,0,0,786,0.4341,0.4258,0.1401,0.0000,0.0000,0.0000,0,0,0,0,0,0,223,226,240,326,228,102,75,227,249,213,352,232,91,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1932,0.000000,0.000000,0,0,0,0,0.000000,0,2948,0,1456,0,1492,0,0,0,0,0,0,0,0,0,0.0556,0,0,0,841,0.4311,0.4288,0.1401,0.0000,0.0000,0.0000,0,0,0,0,0,0,221,245,251,318,239,105,77,237,256,242,329,249,91,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1933,0.000000,0.000000,0,0,0,0,0.000000,0,3043,0,1499,0,1544,0,0,0,0,0,0,0,0,0,0.0567,0,0,0,878,0.4302,0.4302,0.1397,0.0000,0.0000,0.0000,0,0,0,0,0,0,220,258,280,303,251,108,79,249,270,253,317,263,98,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1934,0.000000,0.000000,0,0,0,0,0.000000,0,3117,0,1533,0,1584,0,0,0,0,0,0,0,0,0,0.0548,0,0,0,914,0.4277,0.4315,0.1408,0.0000,0.0000,0.0000,0,0,0,0,0,0,232,247,289,304,274,107,80,248,284,262,303,289,102,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1935,0.000000,0.000000,0,0,0,0,0.000000,0,3231,0,1600,0,1631,0,0,0,0,0,0,0,0,0,0.0563,0,0,0,949,0.4240,0.4342,0.1418,0.0000,0.0000,0.0000,0,0,0,0,0,0,256,265,293,299,288,111,88,264,270,301,279,315,103,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1936,0.000000,0.000000,0,0,0,0,0.000000,0,3298,0,1628,0,1670,0,0,0,0,0,0,0,0,0,0.0590,0,0,0,1001,0.4245,0.4342,0.1413,0.0000,0.0000,0.0000,0,0,0,0,0,0,253,271,306,293,293,122,90,254,290,317,271,317,127,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1937,0.000000,0.000000,0,0,0,0,0.000000,0,3378,0,1674,0,1704,0,0,0,0,0,0,0,0,0,0.0591,0,0,0,1046,0.4260,0.4331,0.1409,0.0000,0.0000,0.0000,0,0,0,0,0,0,259,272,319,299,296,137,92,239,299,333,278,309,149,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1938,0.000000,0.000000,0,0,0,0,0.000000,0,3481,0,1734,0,1747,0,0,0,0,0,0,0,0,0,0.0588,0,0,0,1093,0.4283,0.4321,0.1396,0.0000,0.0000,0.0000,0,0,0,0,0,0,280,267,327,312,298,150,100,256,295,342,282,321,153,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1939,0.000000,0.000000,0,0,0,0,0.000000,0,3574,0,1783,0,1791,0,0,0,0,0,0,0,0,0,0.0578,0,0,0,1138,0.4284,0.4323,0.1393,0.0000,0.0000,0.0000,0,0,0,0,0,0,272,305,323,315,312,150,106,257,309,348,287,324,168,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1940,0.000000,0.000000,0,0,0,0,0.000000,0,3690,0,1837,0,1853,0,0,0,0,0,0,0,0,0,0.0593,0,0,0,1182,0.4282,0.4306,0.1412,0.0000,0.0000,0.0000,0,0,0,0,0,0,294,304,334,330,304,163,108,273,320,355,300,319,185,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1941,0.000000,0.000000,0,0,0,0,0.000000,0,3799,0,1879,0,1920,0,0,0,0,0,0,0,0,0,0.0596,0,0,0,1220,0.4309,0.4306,0.1385,0.0000,0.0000,0.0000,0,0,0,0,0,0,292,310,342,343,293,189,110,301,302,387,308,311,200,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1942,0.000000,0.000000,0,0,0,0,0.000000,0,3883,0,1914,0,1969,0,0,0,0,0,0,0,0,0,0.0601,0,0,0,1275,0.4303,0.4316,0.1380,0.0000,0.0000,0.0000,0,0,0,0,0,0,280,322,360,353,282,196,121,302,306,394,350,291,213,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1943,0.000000,0.000000,0,0,0,0,0.000000,0,4010,0,1977,0,2033,0,0,0,0,0,0,0,0,0,0.0612,0,0,0,1332,0.4332,0.4324,0.1344,0.0000,0.0000,0.0000,0,0,0,0,0,0,304,338,364,376,272,201,122,321,315,393,373,285,225,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1944,0.000000,0.000000,0,0,0,0,0.000000,0,4108,0,2016,0,2092,0,0,0,0,0,0,0,0,0,0.0620,0,0,0,1395,0.4338,0.4316,0.1346,0.0000,0.0000,0.0000,0,0,0,0,0,0,294,343,383,393,269,216,118,329,326,401,400,270,244,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1945,0.000000,0.000000,0,0,0,0,0.000000,0,4227,0,2071,0,2156,0,0,0,0,0,0,0,0,0,0.0608,0,0,0,1448,0.4339,0.4299,0.1363,0.0000,0.0000,0.0000,0,0,0,0,0,0,303,353,380,417,261,231,126,333,348,404,426,252,271,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1946,0.000000,0.000000,0,0,0,0,0.000000,0,4322,0,2121,0,2201,0,0,0,0,0,0,0,0,0,0.0608,0,0,0,1508,0.4352,0.4299,0.1349,0.0000,0.0000,0.0000,0,0,0,0,0,0,322,344,406,417,258,236,138,337,365,410,439,240,267,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1947,0.000000,0.000000,0,0,0,0,0.000000,0,4396,0,2153,0,2243,0,0,0,0,0,0,0,0,0,0.0627,0,0,0,1591,0.4338,0.4304,0.1358,0.0000,0.0000,0.0000,0,0,0,0,0,0,307,360,419,422,265,236,144,329,376,430,449,241,265,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1948,0.000000,0.000000,0,0,0,0,0.000000,0,4517,0,2210,0,2307,0,0,0,0,0,0,0,0,0,0.0611,0,0,0,1645,0.4348,0.4290,0.1362,0.0000,0.0000,0.0000,0,0,0,0,0,0,321,362,431,427,281,234,154,332,398,421,474,244,277,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
